date,username,tweet
Thu Jul 13 09:03:31 +0000 2023,Yom_N_Friends,@ryandeui123 @C4kDeep_ @GakNyerah_BRO @SiPeNutur @Dee_vallen @z4iks @_no3nk_ @kusewaku @Udinsam_dua @james_abdillah @Boc4h_Old @axdwin @Gank_Of_Petojo @is_pelssy @papa_loren @yaniarsim @venomize @JaenoXTM @6undul0h @PejuangKeluar15 @ade_siera PKS&amp PD jelas menolak disahkan RUU Kesehatan menjadi UU Kesehatan brad..
Thu Jul 13 08:45:00 +0000 2023,democrazymedia,Pengesahan RUU Kesehatan: 'Karpet Merah Jalur Sutera Kesehatan Tiongkok!' https://t.co/glZxrKXiAY
Thu Jul 13 08:44:23 +0000 2023,Lisaamartatara6,"Buzzer Kemenkes...  Tolong mendukung Kami yg menolak RUU Kesehatan, jangan  komen, view atau like akun mereka..  mari kita mute atau Block saja mereka agar tidak FYP ke yang lain @Catatan_ali7 @DrEvaChaniago @nirwan_anestesi @BudiWib30660514 DKK TS https://t.co/pAq996oriD"
Thu Jul 13 08:27:59 +0000 2023,sahabat_NengVia,Demokrat dan PKS Menolak RUU Kesehatan ! https://t.co/M3JsGOdYkU
Thu Jul 13 08:18:46 +0000 2023,TrioKw3kkw3k__,"RUU Kesehatan Resmi Jadi UU, Ketua IDI Sebut Sejarah Catatan Kelam di Dunia Medis Indonesia https://t.co/CJI0y59DxW #MogokNasionalTurunkanJokowi  #MogokNasionalTurunkanJokowi"
Thu Jul 13 08:15:02 +0000 2023,bemkmunand,"[ ALERTA RUU KESEHATAN ]  Halo, KM Unand!  Tanggal 11 Juli 2023 telah disahkan RUU Kesehatan oleh DPR RI. Pengesahan yang dilaksanakan mendapatkan banyak penolakan dari masyarakat dan tenaga kesehatan, sebab memiliki dampak yang tidak memenuhi hak-hak tenaga kesehatan dan ... https://t.co/3NtYDHgY3w"
Thu Jul 13 08:12:39 +0000 2023,ajengcute16__,"Fraksi Partai Demokrat Menolak Pengesahan RUU Kesehatan, Rizki Natakusumah: Intinya Kami Bermitra Dengan Masyarakat    https://t.co/EdSt4qZ4t0"
Thu Jul 13 08:11:52 +0000 2023,TrioKw3kkw3k__,Pengesahan RUU Kesehatan: 'Karpet Merah Jalur Sutera Kesehatan Tiongkok!'  https://t.co/cb9PRYnyEx  #MogokNasionalTurunkanJokowi  #MogokNasionalTurunkanJokowi
Thu Jul 13 08:10:03 +0000 2023,ngobrolinapasih,"@SoundOfYogi Googling, ketik keyword koalisi masyarakat sipil ruu kesehatan"" Lengkap semua berbagai POV praktisi hukum dan lsm"""
Thu Jul 13 08:05:59 +0000 2023,chireng,@DrEvaChaniago Krn Nasdem setuju RUU Kesehatan artinya olak Nasdem dan pilihan Capres Nasdem juga dong kak.
Thu Jul 13 07:53:05 +0000 2023,TajukPolitik,"Fraksi Partai Demokrat Menolak Pengesahan RUU Kesehatan, Rizki Natakusumah: Intinya Kami Bermitra Dengan Masyarakat https://t.co/bKQBx3IVEE"
Thu Jul 13 07:43:58 +0000 2023,akitaainos,@ahsanihafizhu @herricahyadi jadi kalian percaya ya pemerintah berniat baik ke masy soal kopid? pdhl ada hubungannya dengan RUU Kesehatan loh..   lihat aja orang2 yg vokal dari pemerintah dulu sekarang..   polos amat.
Thu Jul 13 07:26:02 +0000 2023,dokyong_,"RUU OBL KESEHATAN sudah disahkan menjadi UU.  Tugas kita sekarang adalah mengawal 2-3 tahun kedepan, siapa saja yang tetap konsisten menolaknya""....🤭 Karena zaman sekarang idealisme itu ada batasnya !!!  #percayalah"""
Thu Jul 13 07:24:47 +0000 2023,StasiunHarmoni,@februar_ry Kayaknya ada pesanan mas. Curiga ada yang lagi dikaburin gak sih?  Kayaknya biar RUU Kesehatan itu redam dan anyep.
Thu Jul 13 07:17:57 +0000 2023,EdiSugihart0,@JrSinaga3 @kompascom kalau RUU kesehatan ini jadi yg ada malah semakin dibisnisin mas. bayangkan surat izin praktek seumur hidup? anda mau dioperasi sama dokter bedah yg 5 tahun gak mengasah skill bedahnya? lihat aja sekarang saham siloam melejit karena pengesahan RUU kesehatan.
Thu Jul 13 07:15:46 +0000 2023,fajaronline,Menko Polhukam Mahfud MD memberikan respons terkait gonjang-ganjing pasca pengesahan Rancangan Undang-undang (RUU) Kesehatan yang baru-baru ini yang dilakukan DPR RI.  #RUUKesehatan   https://t.co/6mxgTvtlR8
Thu Jul 13 07:13:26 +0000 2023,detikHealth,Gimana menurut kamu detikers? Apakah dengan Disahkan Omnibus Law RUU Kesehatan ini menjadi UU Kesehatan akan membawa dampak baik untuk dunia kesehatan di Tanah Air?👇🏻
Thu Jul 13 07:12:52 +0000 2023,detikHealth,"Kurangi Impor Alkes-Obat  RUU Kesehatan yang baru juga akan mengupayakan kemandirian alat kesehatan mandiri, termasuk penggunaan bahan baku dan produk dalam negeri. Pemerintah akan membuka jalur lebih luas pada penelitian, pengembangan, dan produksi obat dalam negeri. https://t.co/KOA1qfhR7g"
Thu Jul 13 07:12:51 +0000 2023,detikHealth,"DPR RI resmi mengesahkan Omnibus Law RUU Kesehatan menjadi UU Kesehatan di sidang paripurna DPR RI pada masa persidangan V Tahun 2022-2023, Selasa (11/7/2023).  Kementerian Kesehatan RI pun merilis sejumlah poin penting yang berubah pasca UU Kesehatan baru disahkan.  A Thread https://t.co/G48fes9tfL"
Thu Jul 13 07:02:18 +0000 2023,asumsico,"Adib menyatakan, penyusunan Undang-undang Kesehatan secara prosedural belum memperhatikan aspirasi dari berbagai profesi kesehatan. Hingga saat ini, IDI bahkan belum pernah mendapatkan rilis resmi RUU Kesehatan yang telah disahkan."
Thu Jul 13 06:59:47 +0000 2023,yogabudi34,@agungsaptaadi Emang ruu kesehatan isinya apa dah kok bikin pro dan kontra.
Thu Jul 13 06:56:52 +0000 2023,maulanarifki,Pantesan semangat 45 pro ruu kesehatan  Dah mulai dpt kerjaan toh. 🥰
Thu Jul 13 06:56:49 +0000 2023,kuatbacacom,"[kuat NOTE]  Demo tolak RUU kesehatan menjadi UU kesehatan, terjadi sebelum disahkan.  #kuatnote #kuatbaca #uukesehatan https://t.co/rCpDi9NLF2"
Thu Jul 13 06:53:14 +0000 2023,deychristt,RUU kesehatan ini sebenernya udh si soundingin lumayan kenceng loh ( sebagai bukti ini link zoom publik hearing https://t.co/pvymO8dW5k ) yg udh dari 3 bln lalu dan beberapa bln sebelumnya juga udh di soundingkan ke kampus” ( cont )
Thu Jul 13 06:27:23 +0000 2023,herman__joseph,"Pengesahan RUU Kesehatan Dapat Penolakan dari CISDI, Ini Alasannya  https://t.co/5dMGuFgJCS"
Thu Jul 13 06:27:13 +0000 2023,endartriwahyuni,"Pengesahan RUU Kesehatan Dapat Penolakan dari CISDI, Ini Alasannya  https://t.co/PMOlKpiUIX"
Thu Jul 13 06:27:01 +0000 2023,mas__iko,"Pengesahan RUU Kesehatan Dapat Penolakan dari CISDI, Ini Alasannya  https://t.co/NJmZNHRlx3"
Thu Jul 13 06:05:59 +0000 2023,setkabgoid,Presiden @jokowi Harap RUU Kesehatan Dapat Reformasi Pelayanan Kesehatan di Indonesia  #KabarKabinet https://t.co/pa1eslTxXr https://t.co/NYN1Va4xXY
Thu Jul 13 06:03:03 +0000 2023,opyy24208354,"@drpriono1 @DPR_RI Itu artinya RUU kesehatan itu membuat Cuan para konglomerat, sementara rakyat makin melarat."
Thu Jul 13 05:59:28 +0000 2023,a_daud_ppnp,"RUU Kesehatan disahkan, saham SILO (Siloam Hospital) langsung naik https://t.co/HeJqFSYwiv"
Thu Jul 13 05:59:18 +0000 2023,a_daud_ppnp,"RUU Kesehatan Jadi UU, Dokter Tifa: Makan Tuh Menkes Bankir, Sembah Saja Sekalian https://t.co/N1DhN1N0Nx"
Thu Jul 13 05:59:18 +0000 2023,a_daud_ppnp,Betulkah ini ? Pengesahan RUU Kesehatan: Karpet Merah Jalur Sutera Kesehatan Tiongkok https://t.co/b78cEskKWC
Thu Jul 13 05:55:43 +0000 2023,blackshark_7890,dr Gregory Budiman M.Biomed .Apakah Benar RUU  omnibus law yang telah di sahkan menjadi UU bisa menjawab semua masalah kesehatan..  1. https://t.co/RnFsx0VWC0
Thu Jul 13 05:41:35 +0000 2023,Jatayu_45,"RUU Kesehatan Resmi Jadi UU, Ketua IDI Sebut Sejarah Catatan Kelam di Dunia Medis Indonesia....‼️  #MogokNasionalTurunkanJokowi #MogokNasionalTurunkanJokowi 🆘🆗  https://t.co/flyiHxFyx8  melalui @GoogleNews"
Thu Jul 13 05:37:38 +0000 2023,TG0981234,"@mfadli37 @DokterTifa Masalahnya, anies pun belum berani nongol keluar untuk bicara tidak sepakat dgn ruu kesehatan dan akan mengembalikan ke yg lama jika terpilih presiden.. jadi saya jg ragu untuk milih anies, jgn2 anies sm aja dgn mereka pro cukong"
Thu Jul 13 05:36:52 +0000 2023,TG0981234,"@Kartika4567 @DokterTifa Masalahnya, anies pun belum berani nongol keluar untuk bicara tidak sepakat dgn ruu kesehatan dan akan mengembalikan ke yg lama jika terpilih presiden.. jadi saya jg ragu untuk milih anies"
Thu Jul 13 05:34:09 +0000 2023,machtsvormingg,Ribut-ribut soal RUU Kesehatan kemarin semuanya juga tiarap malah lebih nyaring komentar soal bangunan stadion.
Thu Jul 13 05:31:06 +0000 2023,inininit,"Btw kmaren tuh yg pada nolak ruu kesehatan tuh kenapa ya nolak keras bgt?   Belum baca full semua UU nya sih, tapi kalo diliat mostly bagus aja ya imo?   Coba kasih tau pasal mana yg beratin nakes dan masyarakat?"
Thu Jul 13 05:28:07 +0000 2023,dhiendaln,"@apamauludah @mazantoadeanto You have hands to write those words, selama anda gunakan tgn anda u argumentasi kosong, anda tdk akan mendapatkan ilmu. Scroll ke replies dan tweets saya sudah byk dijelaskan masalah RUU kesehatan. Silakan pilih di sisi mana anda berdiri di hadapan Allaah."
Thu Jul 13 05:15:01 +0000 2023,AhmadAr34758311,@Bambangmulyonoo Makin yakin klw DPR sudah benar dengan mengesahkan RUU Kesehatan
Thu Jul 13 05:03:52 +0000 2023,MIntegritas,Pengesahan RUU Kesehatan menjadi UU juga menuai pro dan kontra di kalangan tenaga kesehatan.  Selengkapnya di :  https://t.co/zNczX4dwsx  Salam INTEGRITAS.   #integritasonline #uukesehatan #lbhpi https://t.co/uqoipPokgR
Thu Jul 13 04:58:16 +0000 2023,kanalhukumco,Hal baru di RUU kesehatan #RUUKesehatan #Kemenkes #DPR https://t.co/JUZByodrvp
Thu Jul 13 04:55:13 +0000 2023,MIntegritas,Dewan Perwakilan Rakyat (DPR) RI resmi mengesahkan Rancangan Undang-Undang (RUU) tentang Kesehatan menjadi Undang-Undang (UU).  Selengkapnya di :  https://t.co/yZnSdrB6ht   Salam INTEGRITAS.   #integritasonline #uukesehatan https://t.co/xln8gl1UPi
Thu Jul 13 04:52:47 +0000 2023,EksplisitO,Tok! DPR Sahkan RUU Tenaga Kesehatan Jadi UU https://t.co/Dutwlp2UYU #DPR #UU #RUUKesehatan #EksplisitKreatifMedia #EksplisitOfficial
Thu Jul 13 04:49:27 +0000 2023,radarjabar_id,"Dalam Rapat Paripurna DPR ke-29 masa sidang V tahun 2022-2023 yang di gelar pada Selasa (11/7/2023) di Gedung DPR, Senayan, Jakarta, Dewan Perwakilan Rakyat (DPR) RI resmi mengesahkan Rancangan Undang-Undang (RUU) Kesehatan menjadi Undang-Undang. https://t.co/0vrpQYLsUw"
Thu Jul 13 04:45:17 +0000 2023,maryami_arifin,Hrsnya sebelum disahkan dengerin dl stake holder kesehatan.. Ngapain sih buru2.. Kejar tayang? Gak ada urgensinya sama sekali.. Noh.. ruu perampasan harta koruptor.. hrsnya itu yang didulukan.. Buta mata dan hati
Thu Jul 13 04:45:21 +0000 2023,JuhariJajang,Boleh di Sharre mungkin pdf nya RUU kesehatan yg baru disahkan?
Thu Jul 13 04:46:12 +0000 2023,Bl3ss3dSoul,"@elisa_jkt Nah kmrn ada tuh yg komen 'ruu kesehatan' cm ngaruh sama makes, ga ngaruh ke pasien.. aneh bener. Nih lihat nih"
Thu Jul 13 04:42:46 +0000 2023,tempodotco,Saham di sektor rumah sakit dan farmasi melejit usai RUU Kesehatan disahkan menjadi UU. https://t.co/HkTqo7hkJC
Thu Jul 13 04:37:13 +0000 2023,officialntv_,DPR Sahkan RUU Kesehatan Menjadi Undang Undang  https://t.co/soR6u3ZLXo  #NewsUpdate #DPR #RUUKesehatan #undangundang #Info #kesehatan #parlemen #nusantarapagi #nusantaratv
Thu Jul 13 04:15:09 +0000 2023,hukubun_john,@MardaniAliSera @FPKSDPRRI Katanya kalau PKS menilai ada yang salah dengan RUU Kesehatan maka Persetujuan DPR soal RUU tersebut uda BENAR 😀😀
Thu Jul 13 04:33:03 +0000 2023,a_raniaaa7,"Sejak awal nge-buzzer RUU kesehatan, saya tydac respek dengan orang itu"
Thu Jul 13 04:14:05 +0000 2023,P3n99u94t,RUU KESEHATAN DI SAHKAN DPR MENJADI UU  MAKIN MEMBERATKAN RAKYAT DENGAN TENAGA KESEHATAN ASING YANG BAYARANNYA LEBIH MAHAL...‼️  BAGAIMANA NASIB RAKYAT...⁉️  #MogokNasionalTurunkanJokowi #MogokNasionalTurunkanJokowi 🆘🆗 https://t.co/pwREecLqfA
Thu Jul 13 04:07:52 +0000 2023,musyaffa2013,@Marbot_Udien Gagasan apa pak ganjar tentang kesehatan. Tanggapan beliau tentang RUU Kesehatan apa?
Thu Jul 13 04:04:58 +0000 2023,HumassRI,DPR Resmi Sahkan RUU Kesehatan Jadi Undang-Undang  Simak artikel ini untuk lebih lanjut 🔽  https://t.co/hby9NbjWbH https://t.co/w1Hh5Uj3Ys
Thu Jul 13 04:01:43 +0000 2023,parlinburman84,@dyahNeZza Sosok ilham itu yg menolak RUU kesehatan
Thu Jul 13 04:00:29 +0000 2023,rsafari77,"Smoga yg terdampak pertama kali dari keruksakan ini, dokter2 pendukung #RUUkesehatan ini"
Thu Jul 13 03:59:48 +0000 2023,BRKVision2023,"@agungsaptaadi 200 profesor kesehatan sdh protes? @DPR_RI terburu2 mensahkan RUU Kesehatan?Kok bs terburu2 dikejar siapa sih?"" Yg blm terima suruh ke MK? Nanti kata MK ""Inconstitusi Bersyarat"" lagi? Hadeuh capek deh, rkyt menilai lo cc @jokowi @SBYudhoyono @JimlyAs @Mention_Mahfud @ILCTalkshow"""
Thu Jul 13 03:54:15 +0000 2023,radarjabar_id,"Rancangan Undang-Undang (RUU) tentang Kesehatan resmi disahkan menjadi Undang-undang dalam Rapat Paripurna DPR RI Ke-29 Masa Sidang V Tahun 2022-2023, di Ruang Paripurna II DPR RI, Gedung Nusantara II DPR RI, Selasa, 11 Juli 2023."
Thu Jul 13 03:44:28 +0000 2023,SiAndi_,"Fraksi PAN ikut setuju RUU Kesehatan, artinya ikut andil dalam kekacauan dunia kesehatan yang akan datang.    Cobalah kritik sesekali partainya Al, jangan cuma salahin pemilih yang dulu kamu klaim bodoh dan ga cerdas. 😊"
Thu Jul 13 03:42:17 +0000 2023,magdaleneid,"Tok! DPR mengesahkan Omnibus Law RUU Kesehatan menjadi UU pada 11 Juli 2023 kemarin. Sama seperti RUU Omnibus Law lainnya, UU Kesehatan juga terkesan dikebut pembahasannya. Padahal para ahli di bidang kesehatan banyak yang mengkritik UU ini.   https://t.co/AukDAy7UyU #terkini"
Thu Jul 13 03:38:59 +0000 2023,Spark_Marconi,"Gak apa-apa Bu, setidaknya sdh berjuang. Kami tetap pilih aleg² yg menolak ketika RUU Kesehatan disahkan menjadi UU."
Thu Jul 13 03:35:57 +0000 2023,Cuntressasl,@rollersk8erboi sampe pada lalai sama kasus ruu kesehatan yg udah mau diresmiin. prioritas warga rancu bgt
Thu Jul 13 03:33:49 +0000 2023,BagusPrasasta,DPR resmi mengesahkan RUU Kesehatan menjadi Undang Undang. Presiden Jokowi pun akhirnya buka suara. Jokowi menyambut baik pengesahan UU baru ini.#pemerintahhebat #indonesiamaju #indonesia #jokowi #jokowipresidentkita #nusantara #RI1 #fypシ #viral #2024 https://t.co/9WoHubobKH
Thu Jul 13 03:29:18 +0000 2023,FiankaPutri,"Salah satu tujuan disahkannya RUU Kesehatan, menurut Presiden Jokowi, untuk mempercepat pemenuhan kebutuhan dokter dan dokter spesialis.   UU Kesehatan Kaesang Begal Putus Boti Insidious han sohee Kamis Arhan #MuhaiminIskandar #ZayyanPulangKampung https://t.co/DRYxg5gGSk"
Thu Jul 13 03:28:12 +0000 2023,UusRsd,"BPJS gratis?  Kan yg gratis sdh ada KIS &amp  Waluya.  BPJS di gratiskan keenakan orang kaya, dong! Kalo mau  perbesar anggaran kesehatan agar program KIS dan Waluya merata u warga prasejahtera.  Kampanye BPJS gratis, tapi mendukung pemerintah di RUU Kesehatan, logikanya dimana?🤔"
Thu Jul 13 03:25:02 +0000 2023,TeddGus,"PANDANGAN PENDEMO UU KESEHATAN BISA DIABAIKAN, TAPI PENERAPAN UU NYA, TIDAK BISA DIABAIKAN  Ada beberapa pihak yang tidak setuju RUU kesehatan disahkan menjadi UU, lalu melakukan berbagai demonstrasi. Itu hal yang wajar karena demonstrasi adalah hak setiap warga negara, begitupun… https://t.co/RlxBZPxiVG"
Thu Jul 13 03:23:50 +0000 2023,Kilat_com,Ketua Dewan Perwakilan Rakyat (DPR) Puan Maharani menjawab soal disahkannya UU Kesehatan untuk Tenaga Kesehatan (Nakes).  #RUUKesehatan #RUUKesehatanJahat #Kaesang  https://t.co/cNgDB49R9V
Thu Jul 13 03:22:46 +0000 2023,posaktualcom,Pengesahan RUU Kesehatan: Karpet Merah Jalur Sutera Kesehatan Tiongkok https://t.co/rqWjGliuso
Thu Jul 13 03:20:53 +0000 2023,gaman_pradana,DPR resmi mengesahkan RUU Kesehatan menjadi Undang Undang. Presiden Jokowi pun akhirnya buka suara. Jokowi menyambut baik pengesahan UU baru ini.#pemerintahhebat #indonesiamaju #indonesia #jokowi #jokowipresidentkita #nusantara #RI1 #fypシ #viral #2024 https://t.co/jgJ3beGMp1
Thu Jul 13 03:15:10 +0000 2023,FPKSDPRRI,FRAKSI PKS: RUU KESEHATAN BELUM MENCAKUP SELURUH PERBAIKAN DALAM SEKTOR KESEHATAN‼️  || @netty_heryawan  #fraksipksdprri  #PKSpembelaRakyat  #PKSnomor8 https://t.co/QkWbyftuIo
Thu Jul 13 03:15:00 +0000 2023,Bisniscom,"DPR Sahkan RUU Kesehatan, Simak Besaran Iuran BPJS Terbaru  Artikel ini telah tayang di https://t.co/MUsQ4NFaqS dengan judul DPR Sahkan RUU Kesehatan, Simak Besaran Iuran BPJS Terbaru"", Klik selengkapnya di sini: https://t.co/qCGDP7l7ar"""
Thu Jul 13 03:14:23 +0000 2023,azalea3737,DPR resmi mengesahkan RUU Kesehatan menjadi Undang Undang. Presiden Jokowi pun akhirnya buka suara. Jokowi menyambut baik pengesahan UU baru ini.#pemerintahhebat #indonesiamaju #indonesia #jokowi #jokowipresidentkita #nusantara #RI1 #fypシ #viral #2024 https://t.co/BBbCfWRAEc
Thu Jul 13 03:12:26 +0000 2023,P3n99u94t,KABAR BURUK SEKALIGUS DUKA BAGI DUNIA KESEHATAN...  RUU KESEHATAN DISAHKAN DPR MENJADI UNDANG-UNDANG....‼️  #MogokNasionalTurunkanJokowi #MogokNasionalTurunkanJokowi 🆘🆗 https://t.co/aNMcPU47dy
Thu Jul 13 03:09:00 +0000 2023,detikcom,STR seumur hidup dipastikan Kemenkes RI mulai berlaku pasca RUU Kesehatan resmi disahkan menjadi UU baru. Bagaimana yang telanjur mengurus STR lebih dulu? https://t.co/Prw1WsAoCh
Thu Jul 13 03:08:44 +0000 2023,detikHealth,STR seumur hidup dipastikan Kemenkes RI mulai berlaku pasca RUU Kesehatan resmi disahkan menjadi UU baru. Bagaimana yang telanjur mengurus STR lebih dulu?  https://t.co/SQ67N4ptcR
Thu Jul 13 03:08:02 +0000 2023,MMargani5,"DIHADIRI HANYA 105 ANGGOTA DPR, SIDANG PARIPURNA RUU KESEHATAN TIDAK SAH.  Rocky Gerung Official      🔴👇🧐👇❓‼️ https://t.co/f2DUwxPq1M"
Thu Jul 13 03:06:44 +0000 2023,RADARSOLO_,IDI Sebut Pengesahan RUU Kesehatan Sejarah Kelam Dunia Medis Tanah Air: Sangat Cacat Prosedural #uukesehatan #RUUKesehatan #medis #cacatprosedural https://t.co/3gthxhmQeV
Thu Jul 13 03:04:19 +0000 2023,kurni35250,"@MarahIchsan Pantes Perawat2 di suruh Demo, Menolak RUU Kesehatan, ternyata ini salah satu nya....."
Thu Jul 13 03:03:59 +0000 2023,G0P4NK_G0P4NG_7,"Selamat Menikmati‼👏👏 Salah satu contoh kecil dampak dari RUU Kesehatan untuk masyarakat yang disahkan menjadi UU Kesehatan, dibawah Menteri Kesehatan yang berlatarbelakang sebagai pebisnis‼😬😬"
Thu Jul 13 03:02:41 +0000 2023,antaranews,"DPR RI mengesahkan RUU Kesehatan menjadi UU Kesehatan pada sidang paripurna di Jakarta, Selasa (11/7). Berikut poin-poin penting dalam UU Kesehatan pada laman #infografik: https://t.co/KXfzwG9IP1 https://t.co/17Vmx53QrE"
Thu Jul 13 02:59:54 +0000 2023,ibas_id14,"Fraksi Partai Demokrat Tolak RUU Kesehatan, Mas Ibas Tegaskan Titik Berat Dua Poin  Sumber : https://t.co/eDA5o6753v  #IbasNews #RUUKesehatan https://t.co/B8EJw2wn32"
Thu Jul 13 02:57:58 +0000 2023,ibas_id14,"Demokrat Tolak Pengesahan RUU Kesehatan, Ibas Sampaikan Pandangan  Materi penolakan Partai Demokrat terhadap RUU, sama sekali tidak terkait dengan silang pendapat antara pemerintah dan IDI (Ikatan Dokter Indonesia) dan berbagai profesi di sektor kesehatan, itu poinnya,"" https://t.co/qQjTzCfmQA"""
Thu Jul 13 02:53:52 +0000 2023,Adysaurus,fokusnya RUU Kesehatan dan RUU ITE yang bermasalah maybe? sekali2 marahnya yang beneran bermanfaat untuk masyarakat gitu lho.
Thu Jul 13 02:49:34 +0000 2023,nesiatimescom,"Tok! RUU Kesehatan Resmi Jadi Undang-Undang, Ini 6 Poin yang Wajib Diketahui Nakes Se-Indonesia, Simak   https://t.co/wXtuxWy2sO"
Thu Jul 13 02:47:18 +0000 2023,Eightinty,"seteleh RUU kesehatan di tetapkan, hmmm Ada udang dibalik bakwan"
Thu Jul 13 02:34:02 +0000 2023,larisjayamart_,TAG : Halodoc Boti Alwi LGBT Bandara Kertajati RUU Kesehatan Bu Mega No Makeup LEE JIHOON Al Azhar
Thu Jul 13 02:32:55 +0000 2023,Concrete_buster,@incitu Komennya... capek2 buat RUU kesehatan tapi ya yang mau berobat ke luar negeri bakal tetap keluar negeri. Mamam tuh international hospital. https://t.co/FJ4SpYcdvV
Thu Jul 13 02:32:50 +0000 2023,Kangsil,DPR-Pemerintah Sepakat RUU Kesehatan Jadi Undang-Undang https://t.co/tzM8wyKfTY   #uukesehatan #DPR Newcastle United Arhan #nabilataqiyyah #BatalkanKontrakKerjaVale Kaesang
Thu Jul 13 02:32:26 +0000 2023,AfifDesiantoro,RUU kesehatan disahkan jadi UU #TegakkanHukum #KPK-RI #UndangUndang Telkomsel Awards 2023 Mandiri ESG battle for Jungkook Kaesang han sohee UU Kesehatan #ZayyanPulangKampung #HilirisasiMasaDepanIndonesia https://t.co/xw33TXrMCc
Thu Jul 13 02:32:11 +0000 2023,sin2023chan,@Bisniscom @BosPurwa adanya motif korporasi di RUU Kesehatan tercermin di kenaikan hrg saham korporasi yg bergerak dibidang kesehatan begitu disahkan. Informasi privat dalam UU itu berubah menjadi inf. publik ketika disahkan dan pemegang Inf tersebut dpt merealisasikan keuntungannya dr selisih harga.
Thu Jul 13 02:30:54 +0000 2023,AfifDesiantoro,"RUU kesehatan disahkan, Menkes: saatnya lakukan transformasi #TegakkanHukum #KPK-RI #UndangUndang Telkomsel Awards 2023 Mandiri ESG battle for Jungkook Kaesang han sohee UU Kesehatan #ZayyanPulangKampung #HilirisasiMasaDepanIndonesia https://t.co/0jdSEELnNT"
Thu Jul 13 02:29:12 +0000 2023,AgikMauripta,RUU kesehatan disahkan jadi UU #TegakkanHukum #KPK-RI #UndangUndang Telkomsel Awards 2023 Mandiri ESG battle for Jungkook Kaesang han sohee UU Kesehatan #ZayyanPulangKampung #HilirisasiMasaDepanIndonesia https://t.co/Gp9miei7qS
Thu Jul 13 02:27:28 +0000 2023,AgikMauripta,"RUU kesehatan disahkan, Menkes: saatnya lakukan transformasi #TegakkanHukum #KPK-RI #UndangUndang Telkomsel Awards 2023 Mandiri ESG battle for Jungkook Kaesang han sohee UU Kesehatan #ZayyanPulangKampung #HilirisasiMasaDepanIndonesia https://t.co/ggm9wyPxpq"
Thu Jul 13 02:26:57 +0000 2023,Bangnazir1,Pemerintah dan DPR Sepakati RUU Kesehatan untuk Meningkatkan Sistem Kesehatan Nasional https://t.co/kUufjiZOlq
Thu Jul 13 02:24:50 +0000 2023,bambang046213,4 Alasan PKS Menolak Pengesahan RUU Kesehatan #menolakRUUKesehatan #fpksdprri #pkspelayanrakyat https://t.co/oR3Yg2eILP
Thu Jul 13 02:23:55 +0000 2023,qarawiyyin_,@afrkml Pengelolaan kesehatan di Indonesia semakin Kapitalis Liberal ditambah lagi disahkannya RUU Keshatan...
Thu Jul 13 02:19:39 +0000 2023,RisanMarine,"RUU kesehatan disahkan, Menkes: saatnya lakukan transformasi #TegakkanHukum #KPK-RI #UndangUndang Telkomsel Awards 2023 Mandiri ESG battle for Jungkook Kaesang han sohee UU Kesehatan #ZayyanPulangKampung #HilirisasiMasaDepanIndonesia https://t.co/lYUsg5hm3O"
Thu Jul 13 02:17:44 +0000 2023,Jogibrt87,@Ngabila pandemi treaty sejalan dgn RUU omnibuslaw kesehatan. disini kita lihat kalian sebenarnya berpihak pada siapa.
Thu Jul 13 02:16:37 +0000 2023,mascepp,Ini juga di RUU Kesehatan. https://t.co/yrOisss0lD
Thu Jul 13 02:16:04 +0000 2023,iina_surbakti,"RUU Kesehatan dapat menjadi awalan baru untuk membangun kembali sistem kesehatan yang tangguh di seluruh Indonesia, tidak terkecuali di daerah terpencil, tertinggal, di perbatasan, maupun kepulauan https://t.co/dXEbdPWzie"
Thu Jul 13 02:14:15 +0000 2023,EkoGunaw112358,"@ngobrolinapasih Alhamdulillah, mudah mudahan setelah disahkannya RUU kesehatan ini pelayanan kesehatan untuk masyarakat lebih baik.. tidak ada lagi jelata yang kesulitan jadi dokter umum atau dokter spesialis karena dihalangi mafia darah biru OP.."
Thu Jul 13 02:13:23 +0000 2023,mascepp,Ini RUU Kesehatan yang bahas soal BPJS. https://t.co/5OL4Gt9O41
Thu Jul 13 02:13:17 +0000 2023,Rfadlis1,"@DrEvaChaniago PKS yg menolak RUU Kesehatan, berarti itu keputusan sdh on the track."
Thu Jul 13 02:12:15 +0000 2023,FathraNazrul,Dahlan Iskan: untuk Melahirkan UU Kesehatan Tidak Perlu 1.000 Kali Rapat https://t.co/5d312ebNwC #RUUKesehatan lewat @jpnncom
Thu Jul 13 02:10:40 +0000 2023,smartizen_,"RUU Kesehatan Disahkan, Kubu Terawan Yakin Dokter-dokter IDI Bakal Loncat ke PDSI https://t.co/vFoZA92blb"
Thu Jul 13 02:02:56 +0000 2023,TNuviza,@agungsaptaadi RUU Kesehatan &amp  Omnibuslaw adalah pemufakatan jahat para penguasa dan Oligarki.  Herannya masih banyak yg mendukung rezim ini dg segala kemunafikannya.
Thu Jul 13 01:58:20 +0000 2023,KoranKaltimcom,Tenaga Kesehatan Ancam Mogok Kerja Nasional Terkait Disahkannya RUU Kesehatan  UU Kesehatan  https://t.co/UQdkz02Cmt
Thu Jul 13 01:55:23 +0000 2023,ryandeui123,Jangan pilih partai yg dukung RUU kesehatan
